file,sequence_id,frame_index,scene_name,num_objects_total,num_visible_objects,num_points,tags,description
C08_F03_near_roi_group_translation.ply,C08,3,near_roi_group_translation,6,6,38614,adversarial;large_motion;nearest_neighbor_trap;all_move;difficulty_5,"No birth; the complete cluster shifts +1.05m in one snapshot, intentionally making absolute nearest-neighbor misleading while staying inside configured motion ROI."
C08_F04_large_motion_rebound.ply,C08,4,large_motion_rebound,6,6,43196,complex;large_motion;rebound;all_move;difficulty_4,Cluster rebounds after the large translation; tests absence of a strict velocity-direction assumption.
C09_F00_visibility_complex_start.ply,C09,0,visibility_complex_start,6,6,44288,complex;visibility;baseline;difficulty_3,"Heavy visibility stress without removal: multiple old coils move, become side-partial or fully occluded, then recover; a yawed NEW is inserted during recovery."
C09_F01_multi_partial_all_move.ply,C09,1,multi_partial_all_move,6,6,38216,complex;multi_partial;all_move;roll;difficulty_4,Two historical coils are partially visible on different sides while all six objects move and roll.
C09_F02_one_occluded_one_partial.ply,C09,2,one_occluded_one_partial,6,5,31734,complex;occluded;partial;all_move;difficulty_5,ID2 is fully occluded while ID4 is partially visible; no old coil is removed and all others continue moving.
C09_F03_return_plus_new.ply,C09,3,return_plus_new,7,7,47554,complex;occlusion_return;new;yaw;all_move;difficulty_5,Previously occluded ID2 returns partially while a +7deg NEW is inserted with a nonzero gap; all existing coils move.
C09_F04_visibility_recovered.ply,C09,4,visibility_recovered,7,7,50390,complex;recovery;all_move;difficulty_4,All objects visible again after the visibility lifecycle; permanent IDs must be unchanged.
C10_F00_rebound_start.ply,C10,0,rebound_start,5,5,37770,complex;rebound;baseline;difficulty_3,"Non-monotonic settling sequence: historical coils move in X/Y, change yaw, reverse direction, then receive a far-gap NEW. This tests that tracking is not a one-direction velocity model."
C10_F01_push_forward_xy_yaw.ply,C10,1,push_forward_xy_yaw,5,5,36838,complex;all_move;xy_motion;yaw;difficulty_4,Every historical coil moves forward by a different amount with alternating Y drift and yaw.
C10_F02_rebound_reverse.ply,C10,2,rebound_reverse,5,5,34580,complex;rebound;reverse_motion;roll;difficulty_4,"The cluster reverses direction after settling; rolling observation changes remain, so a constant-velocity prior would be unsafe."
C10_F03_rebound_then_far_new.ply,C10,3,rebound_then_far_new,6,6,41616,complex;rebound;new;far_gap;yaw;partial;difficulty_5,"After a direction reversal, a -8deg NEW is placed with a 0.55m gap while one old coil is partially hidden."
C10_F04_rebound_final_settle.ply,C10,4,rebound_final_settle,6,6,43209,complex;rebound;settling;difficulty_4,Final settling frame after reverse motion and NEW birth.
P00_F00_prototype_00.ply,P00,0,prototype_00,1,1,5835,prototype;baseline,Normalized isolated real prototype from mask_10_f.ply. No semantic meaning is inferred from source filename. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P00_F01_prototype_01.ply,P00,1,prototype_01,1,1,7608,prototype;baseline,Normalized isolated real prototype from mask_12_f.ply. No semantic meaning is inferred from source filename. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P00_F02_prototype_02.ply,P00,2,prototype_02,1,1,7339,prototype;baseline,Normalized isolated real prototype from mask_14_f.ply. No semantic meaning is inferred from source filename. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P00_F03_prototype_03.ply,P00,3,prototype_03,1,1,8255,prototype;baseline,Normalized isolated real prototype from mask_1_f.ply. No semantic meaning is inferred from source filename. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P00_F04_prototype_04.ply,P00,4,prototype_04,1,1,8733,prototype;baseline,Normalized isolated real prototype from mask_5_f.ply. No semantic meaning is inferred from source filename. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P00_F05_prototype_05.ply,P00,5,prototype_05,1,1,6518,prototype;baseline,Normalized isolated real prototype from mask_6_f.ply. No semantic meaning is inferred from source filename. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P00_F06_prototype_06.ply,P00,6,prototype_06,1,1,7117,prototype;baseline,Normalized isolated real prototype from mask_7_f.ply. No semantic meaning is inferred from source filename. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P01_F00_baseline.ply,P01,0,baseline,1,1,7339,single;view_change,"Single-coil stress variant: baseline. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F01_rollObs_mild.ply,P01,1,rollObs_mild,1,1,7122,single;roll_observation,"Single-coil stress variant: rollObs_mild. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F02_rollObs_heavy.ply,P01,2,rollObs_heavy,1,1,6369,single;roll_observation,"Single-coil stress variant: rollObs_heavy. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F03_yaw_p3.ply,P01,3,yaw_p3,1,1,7339,single;yaw,"Single-coil stress variant: yaw_p3. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F04_yaw_n5.ply,P01,4,yaw_n5,1,1,7339,single;yaw,"Single-coil stress variant: yaw_n5. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F05_moveX_p20.ply,P01,5,moveX_p20,1,1,7144,single;view_change,"Single-coil stress variant: moveX_p20. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F06_moveX_p45_yaw_p4.ply,P01,6,moveX_p45_yaw_p4,1,1,6400,single;yaw,"Single-coil stress variant: moveX_p45_yaw_p4. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F07_partial_mild.ply,P01,7,partial_mild,1,1,6498,single;occlusion,"Single-coil stress variant: partial_mild. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F08_partial_heavy.ply,P01,8,partial_heavy,1,1,4515,single;occlusion,"Single-coil stress variant: partial_heavy. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F09_top_dominant.ply,P01,9,top_dominant,1,1,5673,single;view_change,"Single-coil stress variant: top_dominant. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F10_side_dominant.ply,P01,10,side_dominant,1,1,4653,single;view_change,"Single-coil stress variant: side_dominant. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P01_F11_degraded.ply,P01,11,degraded,1,1,5046,single;view_change,"Single-coil stress variant: degraded. Rolling mismatch is simulated by observation perturbation/dropout, never by rigid axial rotation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
P02_F00_edgeOcc_baseline.ply,P02,0,edgeOcc_baseline,1,1,7339,single;edge_occlusion_v3,No occlusion baseline for edge-occlusion sanity check. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P02_F01_edgeOcc_left_mild.ply,P02,1,edgeOcc_left_mild,1,1,6438,single;edge_occlusion_v3,Left-neighbor occlusion: only left outer region is reduced; center stays visible. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P02_F02_edgeOcc_right_mild.ply,P02,2,edgeOcc_right_mild,1,1,6594,single;edge_occlusion_v3,Right-neighbor occlusion: only right outer region is reduced; center stays visible. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P02_F03_edgeOcc_both_mild.ply,P02,3,edgeOcc_both_mild,1,1,5829,single;edge_occlusion_v3,Two-neighbor occlusion: both outer sides are reduced; center stays visible. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P02_F04_edgeOcc_both_heavy.ply,P02,4,edgeOcc_both_heavy,1,1,4546,single;edge_occlusion_v3,Heavy two-side occlusion; central/top region is deliberately preserved. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
P02_F05_rollHeavy_noHole.ply,P02,5,rollHeavy_noHole,1,1,6391,single;roll_observation_v3,Heavy rolling observation change without any large contiguous angular or central deletion. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S01_F00_left_growth_3.ply,S01,0,left_growth_3,3,3,20782,L1;left_growth;initial,First-layer left cluster grows from trailer left edge toward middle. Adjacent coils inside cluster are near-contact; capacity remains 10 slots. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S01_F01_left_growth_4.ply,S01,1,left_growth_4,4,4,28682,L1;left_growth;NEW,First-layer left cluster grows from trailer left edge toward middle. Adjacent coils inside cluster are near-contact; capacity remains 10 slots. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S01_F02_left_growth_5.ply,S01,2,left_growth_5,5,5,37401,L1;left_growth;NEW,First-layer left cluster grows from trailer left edge toward middle. Adjacent coils inside cluster are near-contact; capacity remains 10 slots. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S01_F03_left_growth_6.ply,S01,3,left_growth_6,6,6,43899,L1;left_growth;NEW,First-layer left cluster grows from trailer left edge toward middle. Adjacent coils inside cluster are near-contact; capacity remains 10 slots. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S02_F00_right_growth_3.ply,S02,0,right_growth_3,3,3,20782,L1;right_growth;initial,First-layer right cluster grows from trailer right edge toward middle. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S02_F01_right_growth_4.ply,S02,1,right_growth_4,4,4,28657,L1;right_growth;NEW,First-layer right cluster grows from trailer right edge toward middle. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S02_F02_right_growth_5.ply,S02,2,right_growth_5,5,5,37436,L1;right_growth;NEW,First-layer right cluster grows from trailer right edge toward middle. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S03_F00_two_sides_4.ply,S03,0,two_sides_4,4,4,26395,L1;two_sided;normal_middle_gap;initial,Two first-layer clusters grow inward from both trailer edges. The large middle gap is NORMAL and must not be treated as an abnormal neighbor gap. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S03_F01_two_sides_5.ply,S03,1,two_sides_5,5,5,33371,L1;two_sided;normal_middle_gap;NEW,Two first-layer clusters grow inward from both trailer edges. The large middle gap is NORMAL and must not be treated as an abnormal neighbor gap. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S03_F02_two_sides_6.ply,S03,2,two_sides_6,6,6,39703,L1;two_sided;normal_middle_gap;NEW,Two first-layer clusters grow inward from both trailer edges. The large middle gap is NORMAL and must not be treated as an abnormal neighbor gap. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S03_F03_two_sides_7.ply,S03,3,two_sides_7,7,7,47797,L1;two_sided;normal_middle_gap;NEW,Two first-layer clusters grow inward from both trailer edges. The large middle gap is NORMAL and must not be treated as an abnormal neighbor gap. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S03_F04_two_sides_8.ply,S03,4,two_sides_8,8,8,56254,L1;two_sided;normal_middle_gap;NEW,Two first-layer clusters grow inward from both trailer edges. The large middle gap is NORMAL and must not be treated as an abnormal neighbor gap. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S04_F00_internal_gap_02cm.ply,S04,0,internal_gap_02cm,5,5,37770,gap;continuous_cluster;L1,"Controlled gap INSIDE a continuous left cluster. Gap between slot 2 and 3 is 0.025 m; unlike the middle free region in two-sided loading, this is a candidate warning/abnormal relation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S04_F01_internal_gap_10cm.ply,S04,1,internal_gap_10cm,5,5,37770,gap;continuous_cluster;L1,"Controlled gap INSIDE a continuous left cluster. Gap between slot 2 and 3 is 0.100 m; unlike the middle free region in two-sided loading, this is a candidate warning/abnormal relation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S04_F02_internal_gap_28cm.ply,S04,2,internal_gap_28cm,5,5,37770,gap;continuous_cluster;L1,"Controlled gap INSIDE a continuous left cluster. Gap between slot 2 and 3 is 0.280 m; unlike the middle free region in two-sided loading, this is a candidate warning/abnormal relation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S04_F03_internal_gap_45cm.ply,S04,3,internal_gap_45cm,5,5,37770,gap;continuous_cluster;L1,"Controlled gap INSIDE a continuous left cluster. Gap between slot 2 and 3 is 0.450 m; unlike the middle free region in two-sided loading, this is a candidate warning/abnormal relation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S05_F00_yaw_motion_0.ply,S05,0,yaw_motion_0,6,6,44288,yaw;movement;roll_observation;L1,Explicit XY-plane yaw combined with primarily-X displacement. No rigid rotation is used to fake rolling observation changes. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S05_F01_yaw_motion_1.ply,S05,1,yaw_motion_1,6,6,43250,yaw;movement;roll_observation;L1,Explicit XY-plane yaw combined with primarily-X displacement. No rigid rotation is used to fake rolling observation changes. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S05_F02_yaw_motion_2.ply,S05,2,yaw_motion_2,6,6,41509,yaw;movement;roll_observation;L1,Explicit XY-plane yaw combined with primarily-X displacement. No rigid rotation is used to fake rolling observation changes. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S05_F03_yaw_motion_3.ply,S05,3,yaw_motion_3,6,6,41258,yaw;movement;roll_observation;L1,Explicit XY-plane yaw combined with primarily-X displacement. No rigid rotation is used to fake rolling observation changes. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S06_F00_all_visible.ply,S06,0,all_visible,6,6,44288,occlusion;recovery;semantic_gap;L1,"Occlusion sequence: first all visible, then ID2 partial, fully occluded (no current instance), partial recovery, full recovery. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S06_F01_id2_partial.ply,S06,1,id2_partial,6,6,41603,occlusion;recovery;semantic_gap;L1,"Occlusion sequence: first all visible, then ID2 partial, fully occluded (no current instance), partial recovery, full recovery. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S06_F02_id2_occluded.ply,S06,2,id2_occluded,6,5,36949,occlusion;recovery;semantic_gap;L1,"Occlusion sequence: first all visible, then ID2 partial, fully occluded (no current instance), partial recovery, full recovery. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S06_F03_id2_return_partial.ply,S06,3,id2_return_partial,6,6,41679,occlusion;recovery;semantic_gap;L1,"Occlusion sequence: first all visible, then ID2 partial, fully occluded (no current instance), partial recovery, full recovery. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S06_F04_recovered.ply,S06,4,recovered,6,6,44288,occlusion;recovery;semantic_gap;L1,"Occlusion sequence: first all visible, then ID2 partial, fully occluded (no current instance), partial recovery, full recovery. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S07_F00_baseline.ply,S07,0,baseline,5,5,34225,NEW;occlusion;two_sided;hard_case,Simultaneous NEW and OCCLUDED event. A new coil extends the left cluster while an old right-cluster ID is fully hidden. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S07_F01_new_plus_occluded.ply,S07,1,new_plus_occluded,6,5,33395,NEW;occlusion;two_sided;hard_case,Simultaneous NEW and OCCLUDED event. A new coil extends the left cluster while an old right-cluster ID is fully hidden. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S08_F00_two_layer_base.ply,S08,0,two_layer_base,9,9,64848,L1;L2;support;baseline;,"Two-layer scene. Layer is a hard identity constraint; layer-2 coils sit approximately above pairs of layer-1 supports, and lower coils may be partially occluded. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S08_F01_add_layer2.ply,S08,1,add_layer2,10,10,68008,L1;L2;support;occlusion;NEW,"Two-layer scene. Layer is a hard identity constraint; layer-2 coils sit approximately above pairs of layer-1 supports, and lower coils may be partially occluded. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S08_F02_two_layer_rollobs.ply,S08,2,two_layer_rollobs,10,10,67366,L1;L2;support;occlusion;,"Two-layer scene. Layer is a hard identity constraint; layer-2 coils sit approximately above pairs of layer-1 supports, and lower coils may be partially occluded. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S09_F00_before_two_new.ply,S09,0,before_two_new,4,4,28390,multi_NEW;two_sided;L1,"Compatibility case for multiple additions: two new coils are inserted in one acquisition, one extending each edge cluster. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S09_F01_two_new_simultaneous.ply,S09,1,two_new_simultaneous,6,6,40855,multi_NEW;two_sided;L1,"Compatibility case for multiple additions: two new coils are inserted in one acquisition, one extending each edge cluster. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S10_F00_same_geometry_stress_0.ply,S10,0,same_geometry_stress_0,6,6,45648,ID_swap_stress;same_geometry;semantic_priority,Hard identity stress: all six coils use the same real prototype and similar observations. Only stable slot/order/history should keep IDs from swapping. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S10_F01_same_geometry_stress_1.ply,S10,1,same_geometry_stress_1,6,6,39690,ID_swap_stress;same_geometry;semantic_priority,Hard identity stress: all six coils use the same real prototype and similar observations. Only stable slot/order/history should keep IDs from swapping. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S10_F02_same_geometry_stress_2.ply,S10,2,same_geometry_stress_2,6,6,38417,ID_swap_stress;same_geometry;semantic_priority,Hard identity stress: all six coils use the same real prototype and similar observations. Only stable slot/order/history should keep IDs from swapping. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based.
S11_F00_L1_full_10.ply,S11,0,L1_full_10,10,10,72187,capacity_10;L1_full;,"Capacity rule: first layer contains exactly 10 slots at maximum; further addition is placed on layer 2, never as an 11th first-layer coil. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,11,11,79915,capacity_10;L1_full;L2_NEW,"Capacity rule: first layer contains exactly 10 slots at maximum; further addition is placed on layer 2, never as an 11th first-layer coil. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
S12_F00_view_clean.ply,S12,0,view_clean,6,6,41564,cross_view;same_position;observation_change,"Same physical positions across frames but different observation subsets, approximating different multi-camera visibility dominance and reconstruction degradation. V3 geometry: rolling observation change has no large contiguous deletion; partial occlusion is side-based."
